"Da'ud Abu al-Fadl
"Emin Pasha
"Gorgi Sobhi
"Hilana Sedarous
"Ibrahim Nagi
"Imhotep
"Isaac Israeli ben Solomon
"Magdi Yacoub
"Magdy Ishak
"Mohammed Aboul-Fotouh Hassab
"Muhammed Taher Pasha
"Naguib Pasha Mahfouz
"Nagy Habib
"Nawal El Saadawi
"Paul Ghalioungui
"Samy Azer
"Tarek Ali Hassan
"Yahya of Antioch
"Doria Shafik
"Ester Fanous
"Farkhonda Hassan
"Hoda Sharawy
"Jihan Sadat
"Kamilia Abdelfattah
"Lotfia ElNadi
"Magda Iskander
"Safeya Zaghloul
"Moses
"Joseph
"Aaron
"Amram
"Abdel Messih El-Makari
"Abraam Bishop of Fayoum
"Anianus of Alexandria
"Anthony the Great
"Athanasius of Alexandria
"Catherine of Alexandria
"Cyril of Alexandria
"Cyrus and John
"Demiana
"Dioscorus of Alexandria
"Dorothea
"Euphrosyne of Alexandria
"Felix and Regula
"Hilarion
"Hyacinth and Protus
"John the Short
"Macarius of Alexandria
"Macarius of Egypt
"Mar Awgin
"Mary of Egypt
"Moses the Black
"Saint Nilus
"Onuphrius
"Pakhom
"Parsoma
"Paul of Tammah
"Paul the Simple
"Pavly the Anchorite
"Pishoy
"Pope Abraham of Alexandria
"Alexander of Alexandria
"Cyril VI
"Demetrius of Alexandria
"Pope Matthew I of Alexandria
"Peter of Alexandria
"Saint Amun
"Saint Apollonia
"Saint Maurice
"Saint Menas
"St. Nilammon
"Saint Pambo
"Saint Sarah
"Saint Shenouda the Archimandrite
"Saints Chrysanthus and Daria
"Samuel the Confessor
"Serapion Bishop of Thmuis
"Simon the Tanner
"Verena
"Abadiu of Antinoe
"Abassad
"Abd al-Hamid Kishk
"Abdel-Halim Mahmoud
"Abraam, Bishop of Faiyum
"Ahmed Shaker
"Amr Khaled
"Anba Mikhail
"Athanasius, Metropolitan of Beni Suef
"Bishop Angaelos
"Habib Girgis
"Hassan Al-Banna
"John of Nikiû
"Matta El Meskeen
"Meletius of Lycopolis
"Menassa Youhanna
"Muhammad Abduh
"Muhammad Hussein Yacoub
"Muhammad Metwally Al Shaarawy
"Muhammad Sayyid Tantawi
"Origen of Alexandria
"Pope Cyril VI
"Pope Shenouda III of Alexandria
"Saint Paphnutius the Bishop
"Sayyed Qutb
"Bishop Serapion
"Severus Ibn al-Muqaffa
"Yusuf Al-Qaradawi
"Ahmed Mohamed Ashoush
"Alaa Abdelnaby
"Dionysios Kasdaglis
"Hanan Ahmed Khaled
"Hassan Ahmed Hamad
"Hatem Mersal
"Hisham Greiss
"Khadr El Touni
"Mohamed Naguib Hamed
"Nagui Asaad
"Ahmed Fathi
"Ahmed Hassan
"Amr Zaki
"Avi Cohen
"Emad Moteab
"Essam El Hadary
"Gamal Abdel Hamid
"Gamal Hamza
"Hany Ramzy
"Hassan Shehata
"Hazem Emam
"Hossam Ghaly
"Hossam Hassan
"Ibrahim Said
"Mahmoud El-Gohary
"Mahmoud El-Khateeb
"Mido
"Mohamed Aboutreika
"Mohamed Elneny
"Mohamed Salah
"Mohamed Zidan
"Saleh Seleem
"Shikabala
"Taher Abouzaid
"Kamal Ibrahim
"Karam Gaber
"Mohamed Abdelfatah
"Ramy Ashour, squash player
"Lamia Bahnasawy, archer
"Ahmed Barada, squash player
"Salvator Cicurel (1893–1975), Olympic fencer and Jewish community leader
"Ahmed Hamada, racecar driver
"Youssef Hossam (born 1998), tennis player
"Abla Khairy, swimmer
"Ōsunaarashi Kintarō, sumo wrestler
"Saul Moyal, Olympic fencer
"Yoav Raanan (born 1928), Israeli Olympic diver
"Amr Shabana, squash player
"Sam Soliman, boxer
"Esmat Mansour
"Ibrahim Hamato
"Ismail Essam
"Lucy Rokach
"Mahmoud Mersal
"Mark Seif
"Nasser El Sonbaty
"Mohamed Salah, Football Player
"Abd El Aziz Muhammad Hejazi
"Abdel Fattah Yahya Ibrahim Pasha
"Abdel Khaliq Sarwat Pasha
"Adli Yakan Pasha
"Ahmad Fuad Mohieddin
"Ahmad Mahir Pasha
"Ahmad Ziwar Pasha
"Ahmed Nazif
"Ali Lutfi Mahmud
"Ali Mahir Pasha
"Ali Sabri
"Anwar El Sadat
"Atef Ebeid
"Atef Sedki
"Aziz Sedki
"Boutros Ghali
"Essam Sharaf
"Gamal Abdel Nasser
"Hassan Sabry Pasha
"Hosni Mubarak
"Hussein Rushdi Pasha
"Hussein Sirri Pasha
"Isma'il Pasha
"Kamal Ganzouri
"Kamal Hassan Ali
"Mahmoud Fawzi
"Mahmoud Sami el-Baroudi
"Mahmoud an-Nukrashi Pasha
"Mamdouh Salem
"Muhammad Mahmoud Pasha
"Muhammad Naguib
"Muhammad Said Pasha
"Muhammad Sharif Pasha
"Muhammad Tawfiq Nasim Pasha
"Mustafa Khalil
"Mustafa el-Nahhas
"Nubar Pasha
"Raghib Pasha
"Riyad Pasha
"Saad Zaghloul
"Tewfik Pasha
"Youssef Wahba
"Zakaria Mohieddin
"Abd-Al-Minaam Khaleel
"Abdel Ghani el-Gamasy
"Abdel Hakim Amer
"Abdul Munim Riad
"Abdul Munim Wassel
"Abu Zikry
"Adel Amin Hafez
"Ahmad Ismail Ali
"Ahmed Ali al-Mwawi
"Aibik
"Ali Mohamed
"Frederick Peake
"Hussein Refki Pasha
"Ibrahim Pasha
"James F. M. Prinsep
"Kamal Hassan Ali
"Magdy Galal Sharawi
"Mahmoud Abdel Rahman Fahmy
"Mahmoud Fehmy
"Mahmoud Kabil
"Mohammed Aly Fahmy
"Murad Bey
"Rashad Mehanna
"Reda Seireg
"Saad El Shazly
"Suleiman Khater
"Youssef Sabri Abu Taleb
"Zakaria Mohieddin
"Christopher Maher
"Karine Bakhoum
"Michael Mina
"List of ancient Egyptians
"Lists of Egyptian peopleHidden categories: Use dmy dates from July 2014Dynamic lists
